EAN;Référence;Magasin;Date_dispo;Quantité;;
4059811988560;B75807;0322;24/02/2024;2;;
4059811988560;B75807;0702;24/02/2024;1;;
4066765100238;IG1695;9914;12/04/2024;8;;
4066765100238;IG1695;9999;12/04/2024;8;;
4066765100238;IG1695;9917;12/04/2024;4;;
4066765100238;IG1695;1120;13/03/2024;2;;
4066765100238;IG1695;9998;12/04/2024;2;;
4066765100238;IG1695;1508;12/04/2024;2;;
4066765100238;IG1695;1107;13/03/2024;2;;
4066765100238;IG1695;1118;13/03/2024;2;;
4066765100238;IG1695;0643;12/04/2024;1;;
4066765100238;IG1695;0645;12/04/2024;1;;
4066765100238;IG1695;0606;12/04/2024;1;;
4066765100238;IG1695;0636;12/04/2024;1;;
4066765100238;IG1695;1134;13/03/2024;2;;
4066765100238;IG1695;1102;13/03/2024;2;;
4066765100238;IG1695;0720;22/02/2024;2;;
4066765100238;IG1695;0701;22/02/2024;2;;
4066765100238;IG1695;0703;22/02/2024;2;;
4066765100238;IG1695;0301;22/02/2024;2;;
4066765100238;IG1695;1230;12/04/2024;2;;
4066765100238;IG1695;0316;22/02/2024;2;;
4059809046234;B75806;9914;15/04/2024;87;;
4059809046234;B75806;9999;15/04/2024;87;;
4059809046234;B75806;9917;15/04/2024;50;;
4059809046234;B75806;1120;16/03/2024;27;;
4059809046234;B75806;1508;15/04/2024;25;;
4059809046234;B75806;9998;15/04/2024;25;;
4059809046234;B75806;1107;16/03/2024;22;;
4059809046234;B75806;1118;16/03/2024;22;;
4059809046234;B75806;0643;15/04/2024;20;;
4059809046234;B75806;0645;15/04/2024;20;;
4059809046234;B75806;0606;15/04/2024;17;;
4059809046234;B75806;0636;15/04/2024;17;;
4059809046234;B75806;1134;16/03/2024;16;;
4059809046234;B75806;1102;16/03/2024;15;;
4059809046234;B75806;0720;25/02/2024;15;;
4059809046234;B75806;0701;25/02/2024;14;;
4059809046234;B75806;0703;25/02/2024;13;;
4059809046234;B75806;1230;15/04/2024;13;;
4059809046234;B75806;0301;25/02/2024;13;;
4059809046234;B75806;0316;25/02/2024;12;;
4059809046234;B75806;1115;16/03/2024;12;;
4059809046234;B75806;9995;26/03/2024;12;;
4059809046234;B75806;0632;15/04/2024;12;;
4059809046234;B75806;1130;16/03/2024;12;;
4059809046234;B75806;0705;25/02/2024;12;;
4059809046234;B75806;1312;26/03/2024;11;;
4059809046234;B75806;0306;25/02/2024;10;;
4059809046234;B75806;1806;26/03/2024;10;;
4059809046234;B75806;1203;15/04/2024;10;;
4059809046234;B75806;0706;25/02/2024;10;;
4059809046234;B75806;0315;25/02/2024;10;;
4059809046234;B75806;1313;26/03/2024;10;;
4059809046234;B75806;1216;15/04/2024;10;;
4059809046234;B75806;1608;26/03/2024;10;;
4059809046234;B75806;1213;15/04/2024;9;;
4059809046234;B75806;9994;26/03/2024;8;;
4059809046234;B75806;0651;15/04/2024;8;;
4059809046234;B75806;9996;26/03/2024;9;;
4059809046234;B75806;9993;26/03/2024;9;;
4059809046234;B75806;1202;15/04/2024;9;;
4059809046234;B75806;1821;26/03/2024;9;;
4059809046234;B75806;0323;25/02/2024;9;;
4059809046234;B75806;0603;15/04/2024;8;;
4059809046234;B75806;0608;15/04/2024;8;;
4059809046234;B75806;0704;25/02/2024;8;;
4059809046234;B75806;1634;26/03/2024;7;;
4059809046234;B75806;0308;25/02/2024;7;;
4059809046234;B75806;1607;26/03/2024;7;;
4059809046234;B75806;0656;15/04/2024;7;;
4059809046234;B75806;0605;15/04/2024;7;;
4059809046234;B75806;1214;15/04/2024;6;;
4059809046234;B75806;1809;26/03/2024;6;;
4059809046234;B75806;0652;15/04/2024;6;;
4059809046234;B75806;0721;25/02/2024;6;;
4059809046234;B75806;1218;15/04/2024;5;;
4059809046234;B75806;1215;15/04/2024;5;;
4059809046234;B75806;1206;15/04/2024;5;;
4059809046234;B75806;0604;15/04/2024;5;;
4059809046234;B75806;0607;15/04/2024;5;;
4059809046234;B75806;0699;15/04/2024;5;;
4059809046234;B75806;1211;15/04/2024;5;;
4059809046234;B75806;0314;25/02/2024;4;;
4059809046234;B75806;1204;15/04/2024;4;;
4059809046234;B75806;1201;15/04/2024;4;;
4059809046234;B75806;1229;15/04/2024;4;;
4059809046234;B75806;0322;25/02/2024;4;;
4059809046234;B75806;0702;25/02/2024;3;;
4066764352928;ID2701;9914;07/04/2024;33;;
4066764352928;ID2701;9913;07/04/2024;27;;
4066764352928;ID2701;9916;07/04/2024;19;;
4066764352928;ID2701;9917;07/04/2024;19;;
4066764352928;ID2701;1118;08/03/2024;8;;
4066764352928;ID2701;1107;08/03/2024;8;;
4066764352928;ID2701;0645;07/04/2024;7;;
4066764352928;ID2701;1112;08/03/2024;6;;
4066764352928;ID2701;0606;07/04/2024;6;;
4066764352928;ID2701;0708;17/02/2024;6;;
4066764352928;ID2701;1626;18/03/2024;6;;
4066764352928;ID2701;1134;08/03/2024;6;;
4066764352928;ID2701;1132;08/03/2024;6;;
4066764352928;ID2701;1102;08/03/2024;6;;
4066764352928;ID2701;0720;17/02/2024;5;;
4066764352928;ID2701;0701;17/02/2024;5;;
4066764352928;ID2701;1210;07/04/2024;5;;
4066764352928;ID2701;0703;17/02/2024;5;;
4066764352928;ID2701;0301;17/02/2024;5;;
4066764352928;ID2701;1231;07/04/2024;4;;
4066764352928;ID2701;1115;08/03/2024;4;;
4066764352928;ID2701;9995;18/03/2024;4;;
4066764352928;ID2701;0632;07/04/2024;4;;
4066764352928;ID2701;0705;17/02/2024;4;;
4066764352928;ID2701;1130;08/03/2024;4;;
4066764352928;ID2701;1312;18/03/2024;4;;
4066764352928;ID2701;0306;17/02/2024;4;;
4066764352928;ID2701;1203;07/04/2024;4;;
4066764352928;ID2701;1806;18/03/2024;4;;
4066764352928;ID2701;0706;17/02/2024;4;;
4066764352928;ID2701;1313;18/03/2024;3;;
4066764352928;ID2701;1608;18/03/2024;3;;
4066764352928;ID2701;9992;18/03/2024;3;;
4066764352928;ID2701;1822;18/03/2024;3;;
4066764352928;ID2701;1219;07/04/2024;3;;
4066764352928;ID2701;1209;07/04/2024;3;;
4066764352928;ID2701;1314;18/03/2024;3;;
4066764352928;ID2701;9994;18/03/2024;3;;
4066764352928;ID2701;9993;18/03/2024;3;;
4066764352928;ID2701;0651;07/04/2024;3;;
4066764352928;ID2701;1202;07/04/2024;3;;
4066764352928;ID2701;1821;18/03/2024;3;;
4066764352928;ID2701;0321;17/02/2024;3;;
4066764352928;ID2701;0603;07/04/2024;2;;
4066764352928;ID2701;0641;07/04/2024;2;;
4066764352928;ID2701;0608;07/04/2024;3;;
4066764352928;ID2701;0704;17/02/2024;3;;
4066764352928;ID2701;1634;18/03/2024;3;;
4066764352928;ID2701;1607;18/03/2024;3;;
4066764352928;ID2701;0656;07/04/2024;3;;
4066764352928;ID2701;1220;07/04/2024;3;;
4066764352928;ID2701;0605;07/04/2024;3;;
4066764352928;ID2701;1809;18/03/2024;3;;
4066764352928;ID2701;0652;07/04/2024;3;;
4066764352928;ID2701;0617;07/04/2024;2;;
4066764352928;ID2701;1218;07/04/2024;2;;
4066764352928;ID2701;0699;07/04/2024;2;;
4066764352928;ID2701;0618;07/04/2024;2;;
4066764352928;ID2701;0646;07/04/2024;2;;
4066764352928;ID2701;0647;07/04/2024;2;;
4066764352928;ID2701;1206;07/04/2024;2;;
4066764352928;ID2701;1635;18/03/2024;2;;
4066764352928;ID2701;0604;07/04/2024;2;;
4066764352928;ID2701;0607;07/04/2024;2;;
4066764352928;ID2701;0317;17/02/2024;2;;
4066764352928;ID2701;1211;07/04/2024;2;;
4066764352928;ID2701;1131;08/03/2024;2;;
4066764352928;ID2701;1204;07/04/2024;2;;
4066764352928;ID2701;1239;07/04/2024;2;;
4066764352928;ID2701;1201;07/04/2024;2;;
4066764352928;ID2701;0637;07/04/2024;2;;
4066764352928;ID2701;0616;07/04/2024;2;;
4066764352928;ID2701;1890;18/03/2024;2;;
4066764352928;ID2701;0702;17/02/2024;1;;
4066764352928;ID2701;1698;18/03/2024;1;;
4066764352928;ID2701;1697;18/03/2024;1;;
4066764352928;ID2701;1199;08/03/2024;1;;
4066764352928;ID2701;9997;18/03/2024;1;;
4066764352928;ID2701;1898;18/03/2024;1;;
4066764352928;ID2701;1250;07/04/2024;1;;
4066764352928;ID2701;0399;17/02/2024;1;;
4066764352928;ID2701;0638;07/04/2024;1;;
4066764352928;ID2701;0799;17/02/2024;1;;
4066764352928;ID2701;1237;07/04/2024;1;;
4066764352928;ID2701;1238;07/04/2024;1;;
4066764352928;ID2701;1240;07/04/2024;1;;
4066764352928;ID2701;1390;18/03/2024;1;;
4066764352928;ID2701;1391;18/03/2024;1;;
4066764352928;ID2701;1399;18/03/2024;1;;
4066764352928;ID2701;1699;18/03/2024;1;;
4066764352928;ID2701;9991;18/03/2024;1;;
4066764352928;ID2701;1299;07/04/2024;1;;
4066764352928;ID2701;1899;18/03/2024;1;;
4064037736628;FY9042;9999;12/04/2024;1;;
4064037736628;FY9042;9914;12/04/2024;1;;
4064037736628;FY9042;9917;12/04/2024;1;;
4064037736628;FY9042;1120;13/03/2024;1;;
4064037736628;FY9042;1508;12/04/2024;1;;
4064037736628;FY9042;9998;12/04/2024;1;;
4064037736628;FY9042;1107;13/03/2024;1;;
4064037736628;FY9042;1118;13/03/2024;1;;
4064037736628;FY9042;0643;12/04/2024;1;;
4064037736628;FY9042;0645;12/04/2024;1;;
4064037736628;FY9042;0606;12/04/2024;1;;
4064037736628;FY9042;0636;12/04/2024;1;;
4064037736628;FY9042;1134;13/03/2024;1;;
4064037736628;FY9042;1102;13/03/2024;1;;
4064037736628;FY9042;0720;22/02/2024;1;;
4064037736628;FY9042;0701;22/02/2024;1;;
4064037736628;FY9042;0703;22/02/2024;1;;
4064037736628;FY9042;1230;12/04/2024;1;;
4064037736628;FY9042;0301;22/02/2024;1;;
4064037736628;FY9042;0316;22/02/2024;1;;
4064037736628;FY9042;1115;13/03/2024;1;;
4064037736628;FY9042;9995;23/03/2024;1;;
4064037736628;FY9042;0705;22/02/2024;1;;
4064037736628;FY9042;1130;13/03/2024;1;;
4064037736628;FY9042;0632;12/04/2024;1;;
4064037736628;FY9042;1312;23/03/2024;1;;
4064037736628;FY9042;0306;22/02/2024;1;;
4064037736628;FY9042;1806;23/03/2024;1;;
4064037736628;FY9042;1203;12/04/2024;1;;
4064037736628;FY9042;0706;22/02/2024;1;;
4060512040754;BD7633;9999;14/04/2024;19;;
4060512040754;BD7633;9914;14/04/2024;19;;
4060512040754;BD7633;9917;14/04/2024;11;;
4060512040754;BD7633;1120;15/03/2024;6;;
4060512040754;BD7633;1508;14/04/2024;5;;
4060512040754;BD7633;9998;14/04/2024;5;;
4060512040754;BD7633;1118;15/03/2024;5;;
4060512040754;BD7633;1107;15/03/2024;5;;
4060512040754;BD7633;0643;14/04/2024;4;;
4060512040754;BD7633;0645;14/04/2024;4;;
4060512040754;BD7633;0606;14/04/2024;3;;
4060512040754;BD7633;0636;14/04/2024;3;;
4060512040754;BD7633;1134;15/03/2024;3;;
4060512040754;BD7633;1102;15/03/2024;3;;
4060512040754;BD7633;0720;24/02/2024;3;;
4060512040754;BD7633;0701;24/02/2024;3;;
4060512040754;BD7633;0703;24/02/2024;3;;
4060512040754;BD7633;1230;14/04/2024;2;;
4060512040754;BD7633;0301;24/02/2024;2;;
4060512040754;BD7633;0316;24/02/2024;2;;
4060512040754;BD7633;1115;15/03/2024;2;;
4060512040754;BD7633;9995;25/03/2024;2;;
4060512040754;BD7633;0632;14/04/2024;2;;
4060512040754;BD7633;0705;24/02/2024;2;;
4060512040754;BD7633;1130;15/03/2024;2;;
4060512040754;BD7633;1312;25/03/2024;3;;
4060512040754;BD7633;0306;24/02/2024;3;;
4060512040754;BD7633;1203;14/04/2024;3;;
4060512040754;BD7633;1806;25/03/2024;3;;
4060512040754;BD7633;0706;24/02/2024;3;;
4060512040754;BD7633;0315;24/02/2024;3;;
4060512040754;BD7633;1313;25/03/2024;3;;
4060512040754;BD7633;1216;14/04/2024;3;;
4060512040754;BD7633;1608;25/03/2024;3;;
4060512040754;BD7633;1213;14/04/2024;3;;
4060512040754;BD7633;9994;25/03/2024;2;;
4060512040754;BD7633;0651;14/04/2024;2;;
4060512040754;BD7633;9996;25/03/2024;2;;
4060512040754;BD7633;9993;25/03/2024;2;;
4060512040754;BD7633;1821;25/03/2024;2;;
4060512040754;BD7633;1202;14/04/2024;2;;
4060512040754;BD7633;0323;24/02/2024;2;;
4060512040754;BD7633;0603;14/04/2024;2;;
4060512040754;BD7633;0608;14/04/2024;2;;
4060512040754;BD7633;0704;24/02/2024;2;;
4060512040754;BD7633;1634;25/03/2024;2;;
4060512040754;BD7633;0308;24/02/2024;2;;
4060512040754;BD7633;1607;25/03/2024;2;;
4060512040754;BD7633;0656;14/04/2024;2;;
4060512040754;BD7633;0605;14/04/2024;2;;
4059322695094;CQ2809;9914;14/04/2024;2;;
4059322695094;CQ2809;9999;14/04/2024;2;;
4059322695094;CQ2809;9917;14/04/2024;1;;
4059322695094;CQ2809;1508;14/04/2024;1;;
4059322695094;CQ2809;1118;15/03/2024;1;;
4059322695094;CQ2809;1107;15/03/2024;1;;
4059322695094;CQ2809;0643;14/04/2024;1;;
4059322695094;CQ2809;0645;14/04/2024;1;;
4057284000048;BB2502;9914;12/04/2024;13;;
4057284000048;BB2502;9999;12/04/2024;13;;
4057284000048;BB2502;9917;12/04/2024;7;;
4057284000048;BB2502;1120;13/03/2024;4;;
4057284000048;BB2502;1508;12/04/2024;3;;
4057284000048;BB2502;9998;12/04/2024;3;;
4057284000048;BB2502;1118;13/03/2024;3;;
4057284000048;BB2502;1107;13/03/2024;3;;
4057284000048;BB2502;0643;12/04/2024;3;;
4057284000048;BB2502;0645;12/04/2024;3;;
4057284000048;BB2502;0606;12/04/2024;2;;
4057284000048;BB2502;0636;12/04/2024;2;;
4057284000048;BB2502;1134;13/03/2024;2;;
4057284000048;BB2502;1102;13/03/2024;2;;
4057284000048;BB2502;0720;22/02/2024;2;;
4057284000048;BB2502;0701;22/02/2024;2;;
4057284000048;BB2502;0703;22/02/2024;2;;
4057284000048;BB2502;0301;22/02/2024;1;;
4057284000048;BB2502;1230;12/04/2024;1;;
4057284000048;BB2502;0316;22/02/2024;1;;
4057284000048;BB2502;1115;13/03/2024;1;;
4057284000048;BB2502;9995;23/03/2024;1;;
4057284000048;BB2502;1130;13/03/2024;1;;
4057284000048;BB2502;0632;12/04/2024;1;;
4057284000048;BB2502;0705;22/02/2024;1;;
4057284000048;BB2502;1312;23/03/2024;1;;
4057284000048;BB2502;0306;22/02/2024;1;;
4057284000048;BB2502;1203;12/04/2024;1;;
4057284000048;BB2502;1806;23/03/2024;2;;
4057284000048;BB2502;0706;22/02/2024;2;;
4057284000048;BB2502;1313;23/03/2024;2;;
4057284000048;BB2502;0315;22/02/2024;2;;
4057284000048;BB2502;1216;12/04/2024;2;;
4057284000048;BB2502;1608;23/03/2024;2;;
4057284000048;BB2502;1213;12/04/2024;2;;
4057284000048;BB2502;9994;23/03/2024;2;;
4057284000048;BB2502;9996;23/03/2024;2;;
4057284000048;BB2502;9993;23/03/2024;2;;
4057284000048;BB2502;0651;12/04/2024;2;;
4057284000048;BB2502;1202;12/04/2024;2;;
4057284000048;BB2502;1821;23/03/2024;2;;
4057284000048;BB2502;0323;22/02/2024;2;;
4057284000048;BB2502;0603;12/04/2024;2;;
4057284000048;BB2502;0608;12/04/2024;2;;
4057284000048;BB2502;0704;22/02/2024;2;;
4057284000048;BB2502;1634;23/03/2024;2;;
4057284000048;BB2502;0308;22/02/2024;1;;
4057284000048;BB2502;1607;23/03/2024;1;;
4057284000048;BB2502;0656;12/04/2024;1;;
4057284000048;BB2502;0605;12/04/2024;1;;
4057284000048;BB2502;1214;12/04/2024;1;;
4057284000048;BB2502;1809;23/03/2024;1;;
4057284000048;BB2502;0652;12/04/2024;1;;
4057284000048;BB2502;0721;22/02/2024;1;;
4057284000048;BB2502;1218;12/04/2024;1;;
4057284000048;BB2502;1215;12/04/2024;1;;
4057284000048;BB2502;0699;12/04/2024;1;;
4057284000048;BB2502;0607;12/04/2024;1;;
4057284000048;BB2502;0604;12/04/2024;1;;
4057284000048;BB2502;1635;23/03/2024;1;;
4066748973743;HQ6912;9914;14/04/2024;1;;
4066748973743;HQ6912;9917;14/04/2024;1;;
4066748973743;HQ6912;1118;15/03/2024;1;;
4066748973743;HQ6912;1107;15/03/2024;1;;
4066748973743;HQ6912;0645;14/04/2024;1;;
4066748973743;HQ6912;0606;14/04/2024;1;;
4066748973743;HQ6912;1134;15/03/2024;1;;
4066748973743;HQ6912;1102;15/03/2024;1;;
4066748973743;HQ6912;0720;24/02/2024;1;;
4066748973743;HQ6912;0701;24/02/2024;1;;
4066748357727;HP2519;9914;23/04/2024;8;;
4066748357727;HP2519;9913;23/04/2024;6;;
4066748357727;HP2519;9917;23/04/2024;4;;
4066748357727;HP2519;9916;23/04/2024;4;;
4066748357727;HP2519;1118;24/03/2024;2;;
4066748357727;HP2519;1107;24/03/2024;2;;
4066748357727;HP2519;0645;23/04/2024;1;;
4066748357727;HP2519;1112;24/03/2024;1;;
4066748357727;HP2519;0606;23/04/2024;1;;
4066748357727;HP2519;0708;04/03/2024;1;;
4066748357727;HP2519;1626;03/04/2024;1;;
4066748357727;HP2519;1134;24/03/2024;1;;
4066748357727;HP2519;1132;24/03/2024;1;;
4066748357727;HP2519;1102;24/03/2024;1;;
4066748357727;HP2519;0720;04/03/2024;1;;
4066748357727;HP2519;0701;04/03/2024;1;;
4066748357727;HP2519;1210;23/04/2024;1;;
4066748357727;HP2519;0703;04/03/2024;2;;
4066748357727;HP2519;0301;04/03/2024;2;;
4066748357727;HP2519;1231;23/04/2024;2;;
4066748357727;HP2519;1115;24/03/2024;2;;
4066748357727;HP2519;9995;03/04/2024;2;;
4066748357727;HP2519;0705;04/03/2024;2;;
4066748357727;HP2519;1130;24/03/2024;2;;
4066748357727;HP2519;0632;23/04/2024;2;;
4066748357727;HP2519;1312;03/04/2024;2;;
4066748357727;HP2519;0306;04/03/2024;2;;
4066748357727;HP2519;1203;23/04/2024;1;;
4066748357727;HP2519;1806;03/04/2024;1;;
4066748357727;HP2519;0706;04/03/2024;1;;
4065426218107;GW6425;9914;12/04/2024;16;;
4065426218107;GW6425;9913;12/04/2024;13;;
4065426218107;GW6425;9916;12/04/2024;9;;
4065426218107;GW6425;9917;12/04/2024;9;;
4065426218107;GW6425;1118;13/03/2024;4;;
4065426218107;GW6425;1107;13/03/2024;4;;
4065426218107;GW6425;0645;12/04/2024;3;;
4065426218107;GW6425;1112;13/03/2024;3;;
4065426218107;GW6425;0606;12/04/2024;3;;
4065426218107;GW6425;1626;23/03/2024;3;;
4065426218107;GW6425;0708;22/02/2024;3;;
4065426218107;GW6425;1134;13/03/2024;3;;
4065426218107;GW6425;1132;13/03/2024;3;;
4065426218107;GW6425;1102;13/03/2024;2;;
4065426218107;GW6425;0720;22/02/2024;2;;
4065426218107;GW6425;0701;22/02/2024;2;;
4065426218107;GW6425;1210;12/04/2024;2;;
4065426218107;GW6425;0703;22/02/2024;2;;
4065426218107;GW6425;0301;22/02/2024;2;;
4065426218107;GW6425;1231;12/04/2024;2;;
4065426218107;GW6425;1115;13/03/2024;2;;
4065426218107;GW6425;9995;23/03/2024;2;;
4065426218107;GW6425;0705;22/02/2024;2;;
4065426218107;GW6425;0632;12/04/2024;2;;
4065426218107;GW6425;1130;13/03/2024;2;;
4065426218107;GW6425;1312;23/03/2024;2;;
4065426218107;GW6425;0306;22/02/2024;2;;
4065426218107;GW6425;1806;23/03/2024;1;;
4065426218107;GW6425;1203;12/04/2024;1;;
4065426218107;GW6425;0706;22/02/2024;1;;
4065426218107;GW6425;1313;23/03/2024;1;;
4065426218107;GW6425;1608;23/03/2024;1;;
4065426218107;GW6425;9992;23/03/2024;1;;
4065426218107;GW6425;1822;23/03/2024;1;;
4065426218107;GW6425;1219;12/04/2024;1;;
4065426218107;GW6425;1209;12/04/2024;1;;
4065426218107;GW6425;1314;23/03/2024;1;;
4065426218107;GW6425;9994;23/03/2024;1;;
4065426218107;GW6425;0651;12/04/2024;1;;
4065426218107;GW6425;9993;23/03/2024;1;;
4065426218107;GW6425;1202;12/04/2024;1;;
4065426218107;GW6425;1821;23/03/2024;1;;
4065426218107;GW6425;0321;22/02/2024;1;;
4065426218107;GW6425;0603;12/04/2024;1;;
4065426218107;GW6425;0641;12/04/2024;1;;
4065426218107;GW6425;0608;12/04/2024;1;;
4065426218107;GW6425;0704;22/02/2024;1;;
4065426218107;GW6425;1634;23/03/2024;1;;
4065426218107;GW6425;1607;23/03/2024;2;;
4065426218107;GW6425;0656;12/04/2024;2;;
4065426218107;GW6425;1220;12/04/2024;2;;
4065426218107;GW6425;0605;12/04/2024;2;;
4065426218107;GW6425;1809;23/03/2024;2;;
4065426218107;GW6425;0652;12/04/2024;2;;
4065426218107;GW6425;0617;12/04/2024;1;;
4065426218107;GW6425;1218;12/04/2024;1;;
4065426218107;GW6425;0646;12/04/2024;1;;
4065426218107;GW6425;0699;12/04/2024;1;;
4065426218107;GW6425;0647;12/04/2024;1;;
4065426218107;GW6425;1206;12/04/2024;1;;
4065426218107;GW6425;0604;12/04/2024;1;;
4065426218107;GW6425;0618;12/04/2024;1;;
4065426218107;GW6425;1635;23/03/2024;1;;
4065426218107;GW6425;0607;12/04/2024;1;;
4065426218107;GW6425;1131;13/03/2024;1;;
4065426218107;GW6425;1211;12/04/2024;1;;
4065426218107;GW6425;0317;22/02/2024;1;;
4065426218107;GW6425;1204;12/04/2024;1;;
4065426218107;GW6425;1239;12/04/2024;1;;
4065426218107;GW6425;0637;12/04/2024;1;;
4065426218107;GW6425;0616;12/04/2024;1;;
4065426218107;GW6425;1201;12/04/2024;1;;
4065426218107;GW6425;1890;23/03/2024;1;;
4065426218107;GW6425;1697;23/03/2024;1;;
4065426218107;GW6425;1698;23/03/2024;1;;
4065426218107;GW6425;0702;22/02/2024;1;;
4065426218107;GW6425;1199;13/03/2024;1;;
4065426218107;GW6425;9997;23/03/2024;1;;
4065426218107;GW6425;1898;23/03/2024;1;;
4065426218107;GW6425;1250;12/04/2024;1;;
4065426218107;GW6425;0399;22/02/2024;1;;
4065426218107;GW6425;0638;12/04/2024;1;;
4065426218107;GW6425;0799;22/02/2024;1;;
4065426218107;GW6425;1237;12/04/2024;1;;
4065426218107;GW6425;1238;12/04/2024;1;;
4065426218107;GW6425;1299;12/04/2024;1;;
4065426218107;GW6425;1390;23/03/2024;1;;
4065426218107;GW6425;1391;23/03/2024;1;;
4065426218107;GW6425;1399;23/03/2024;1;;
4065426218107;GW6425;1699;23/03/2024;1;;
4065426218107;GW6425;9991;23/03/2024;1;;
4065426218107;GW6425;1240;12/04/2024;1;;
4065426218107;GW6425;1899;23/03/2024;1;;
4061616047564;EC3603;9914;12/04/2024;23;;
4061616047564;EC3603;9999;12/04/2024;23;;
4061616047564;EC3603;9917;12/04/2024;13;;
4061616047564;EC3603;1120;13/03/2024;7;;
4061616047564;EC3603;1508;12/04/2024;6;;
4061616047564;EC3603;9998;12/04/2024;6;;
4061616047564;EC3603;1118;13/03/2024;6;;
4061616047564;EC3603;1107;13/03/2024;6;;
4061616047564;EC3603;0643;12/04/2024;5;;
4061616047564;EC3603;0645;12/04/2024;5;;
4061616047564;EC3603;0606;12/04/2024;4;;
4061616047564;EC3603;0636;12/04/2024;4;;
4061616047564;EC3603;1134;13/03/2024;4;;
4061616047564;EC3603;1102;13/03/2024;4;;
4061616047564;EC3603;0720;22/02/2024;4;;
4061616047564;EC3603;0701;22/02/2024;3;;
4061616047564;EC3603;0703;22/02/2024;3;;
4061616047564;EC3603;0301;22/02/2024;3;;
4061616047564;EC3603;1230;12/04/2024;3;;
4061616047564;EC3603;0316;22/02/2024;3;;
4061616047564;EC3603;1115;13/03/2024;3;;
4061616047564;EC3603;9995;23/03/2024;3;;
4061616047564;EC3603;1130;13/03/2024;3;;
4061616047564;EC3603;0632;12/04/2024;3;;
4061616047564;EC3603;0705;22/02/2024;3;;
4061616047564;EC3603;1312;23/03/2024;3;;
4061616047564;EC3603;0306;22/02/2024;2;;
4061616047564;EC3603;1806;23/03/2024;2;;
4061616047564;EC3603;1203;12/04/2024;2;;
4061616047564;EC3603;0706;22/02/2024;2;;
4061616047564;EC3603;0315;22/02/2024;2;;
4061616047564;EC3603;1313;23/03/2024;2;;
4061616047564;EC3603;1216;12/04/2024;2;;
4061616047564;EC3603;1608;23/03/2024;2;;
4061616047564;EC3603;1213;12/04/2024;2;;
4061616047564;EC3603;9994;23/03/2024;2;;
4061616047564;EC3603;9996;23/03/2024;2;;
4061616047564;EC3603;9993;23/03/2024;2;;
4061616047564;EC3603;0651;12/04/2024;2;;
4061616047564;EC3603;1821;23/03/2024;2;;
4061616047564;EC3603;1202;12/04/2024;2;;
4061616047564;EC3603;0323;22/02/2024;2;;
4061616047564;EC3603;0603;12/04/2024;2;;
4061616047564;EC3603;0608;12/04/2024;1;;
4061616047564;EC3603;0704;22/02/2024;1;;
4061616047564;EC3603;1634;23/03/2024;1;;
4061616047564;EC3603;0308;22/02/2024;1;;
4061616047564;EC3603;1607;23/03/2024;1;;
4061616047564;EC3603;0656;12/04/2024;1;;
4061616047564;EC3603;0605;12/04/2024;2;;
4061616047564;EC3603;1214;12/04/2024;2;;
4061616047564;EC3603;1809;23/03/2024;2;;
4061616047564;EC3603;0652;12/04/2024;2;;
4061616047564;EC3603;0721;22/02/2024;2;;
4061616047564;EC3603;1218;12/04/2024;2;;
4061616047564;EC3603;1215;12/04/2024;2;;
4061616047564;EC3603;1206;12/04/2024;2;;
4061616047564;EC3603;0699;12/04/2024;2;;
4061616047564;EC3603;0607;12/04/2024;2;;
4061616047564;EC3603;0604;12/04/2024;2;;
4061616047564;EC3603;1635;23/03/2024;2;;
4061616047564;EC3603;1211;12/04/2024;2;;
4061616047564;EC3603;1131;13/03/2024;2;;
4061616047564;EC3603;0314;22/02/2024;2;;
4061616047564;EC3603;1204;12/04/2024;1;;
4061616047564;EC3603;1239;12/04/2024;1;;
4061616047564;EC3603;0637;12/04/2024;1;;
4061616047564;EC3603;1201;12/04/2024;1;;
4061616047564;EC3603;1229;12/04/2024;1;;
4061616047564;EC3603;0322;22/02/2024;1;;
4061616047564;EC3603;1890;23/03/2024;1;;
4061616047564;EC3603;1698;23/03/2024;1;;
4061616047564;EC3603;1697;23/03/2024;1;;
4061616047564;EC3603;0702;22/02/2024;1;;
4061616047564;EC3603;1199;13/03/2024;1;;
4061616047564;EC3603;9997;23/03/2024;1;;
4061616047564;EC3603;1898;23/03/2024;1;;
4061616047564;EC3603;1250;12/04/2024;1;;
4061616047564;EC3603;0638;12/04/2024;1;;
4061616047564;EC3603;0399;22/02/2024;1;;
4061616047564;EC3603;0799;22/02/2024;1;;
4061616047564;EC3603;9991;23/03/2024;1;;
4061616047564;EC3603;1699;23/03/2024;1;;
4061616047564;EC3603;1399;23/03/2024;1;;
4061616047564;EC3603;1391;23/03/2024;1;;
4061616047564;EC3603;1390;23/03/2024;1;;
4061616047564;EC3603;1299;12/04/2024;1;;
4061616047564;EC3603;1240;12/04/2024;1;;
4061616047564;EC3603;1238;12/04/2024;1;;
4061616047564;EC3603;1237;12/04/2024;1;;
4061616047564;EC3603;1899;23/03/2024;1;;
4066749412180;HQ8750;9999;29/04/2024;4;;
4066749412180;HQ8750;9914;29/04/2024;4;;
4066749412180;HQ8750;9917;29/04/2024;2;;
4066749412180;HQ8750;1120;30/03/2024;1;;
4066749412180;HQ8750;9998;29/04/2024;1;;
4066749412180;HQ8750;1508;29/04/2024;1;;
