Référence du modèle;Désignation;Segment;Sous famille;PVP;P.Vente ;Dispatch Mag ;CITY SPORT;GO SPORT;COURIR;DESTOCK
IG4648;SL 72 RS;CHAUSSURES;ORIGINALS FTW MEN;100;A;A;X;;X;
IG4649;SL 72 RS;CHAUSSURES;ORIGINALS FTW MEN;100;A;A;X;;X;
IG4703;SWIFT RUN 23;CHAUSSURES;SPORTSWEAR FTW MEN;100;A;A;X;X;;
IG6049;OZGAIA W;CHAUSSURES;ORIGINALS FTW WOMEN;90;A;A;X;;X;
IG6262;PREDATOR LEAGUE FG;CHAUSSURES;FOOTBALL FTW MEN;95;A;A;X;X;;X
IG6554;RUN50S;CHAUSSURES;SPORTSWEAR FTW MEN;50;A;A;X;X;;
IG6619;Adizero Select 2.0;CHAUSSURES;BASKETBALL FTW MEN;110;A;A;;X;;
IG6630;Bounce Legends;CHAUSSURES;BASKETBALL FTW MEN;85;A;A;;X;;
IG6639;Cross Em Up Select J;CHAUSSURES;BASKETBALL FTW KIDS;65;A;A;;X;;
IG6860;ADILETTE FLOW;CHAUSSURES;SPORTSWEAR FTW SLIDES ALL;30;A;A;X;X;;
IG6885;BREAKNET 2.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;A;A;X;X;;
IG6887;BREAKNET 2.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;A;A;X;X;;
IG6973;HOOPS 3.0 BOLD J;CHAUSSURES;SPORTSWEAR BASKETBALL FTW KIDS;65;A;A;X;X;;
IG7002;SUPERSTAR LED LIGHTS CF C;CHAUSSURES;ORIGINALS FTW KIDS;80;A;A;X;;X;
IG7003;SUPERSTAR LED LIGHTS CF I;CHAUSSURES;ORIGINALS FTW KIDS;70;C;A;X;;X;
IG7004;SUPERSTAR LED LIGHTS CF C;CHAUSSURES;ORIGINALS FTW KIDS;80;A;A;X;;X;
IG7005;SUPERSTAR LED LIGHTS CF I;CHAUSSURES;ORIGINALS FTW KIDS;70;B;A;X;;X;
IG7914;HOOPS 3.0;CHAUSSURES;SPORTSWEAR BASKETBALL FTW MEN;70;A;A;X;X;;
IG8688;COPA PURE 2 CLUB TF;CHAUSSURES;FOOTBALL FTW MEN;55;B;A;X;X;;X
IG8717;COPA PURE 2 LEAGUE FG;CHAUSSURES;FOOTBALL FTW MEN;80;C;A;X;X;;X
IG8721;COPA PURE 2 LEAGUE TF;CHAUSSURES;FOOTBALL FTW MEN;80;B;A;X;X;;X
IG8725;COPA PURE 2 CLUB FxG;CHAUSSURES;FOOTBALL FTW MEN;55;B;A;X;X;;X
IG8728;COPA PURE 2 CLUB TF;CHAUSSURES;FOOTBALL FTW MEN;55;C;A;X;X;;X
IG8735;COPA PURE 2 CLUB TF J;CHAUSSURES;FOOTBALL FTW KIDS;40;C;A;X;X;;X
IG8755;SUPER SALA 2 J;CHAUSSURES;FOOTBALL FTW KIDS;45;C;A;X;X;;X
IG8756;SUPER SALA 2;CHAUSSURES;FOOTBALL FTW MEN;55;A;A;X;X;;X
IG8762;TOP SALA COMPETITION;CHAUSSURES;FOOTBALL FTW MEN;80;C;A;X;X;;X
IG8763;TOP SALA COMPETITION;CHAUSSURES;FOOTBALL FTW MEN;80;B;A;X;X;;X
IG9031;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;B;A;X;;X;
IG9104;Bounce Legends Low;CHAUSSURES;BASKETBALL FTW MEN;75;C;A;;X;;
IG9151;GAZELLE J;CHAUSSURES;ORIGINALS FTW KIDS;70;A;A;X;;X;
IG9152;GAZELLE J;CHAUSSURES;ORIGINALS FTW KIDS;70;C;A;X;;X;
IG9153;GAZELLE J;CHAUSSURES;ORIGINALS FTW KIDS;70;A;A;X;;X;
IG9175;ADVANTAGE 2.0;CHAUSSURES;SPORTSWEAR FTW WOMEN;80;A;A;X;X;;
IG9187;ADVANTAGE BASE 2.0;CHAUSSURES;SPORTSWEAR FTW MEN;65;B;A;X;X;;
IG9259;ADILETTE 22;CHAUSSURES;ORIGINALS FTW MEN;60;C;A;X;;X;
IG9262;ADILETTE 22;CHAUSSURES;ORIGINALS FTW MEN;60;B;A;X;;X;
IG9405;STAN SMITH CS;CHAUSSURES;ORIGINALS FTW MEN;90;B;A;X;;X;
IG9846;PARK ST;CHAUSSURES;SPORTSWEAR FTW MEN;70;C;A;X;X;;
IH0290;SL 72 OG W;CHAUSSURES;ORIGINALS FTW WOMEN;100;C;A;X;;X;
IH0304;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW MEN;80;C;A;X;X;;
IH0305;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW MEN;80;B;A;X;X;;
IH0306;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW WOMEN;80;B;A;X;X;;
IH0308;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW WOMEN;80;B;A;X;X;;
IH0457;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW MEN;80;A;A;X;X;;
IH1321;R71;CHAUSSURES;ORIGINALS FTW MEN;80;C;A;X;;;
IH1324;R71;CHAUSSURES;ORIGINALS FTW MEN;80;C;A;X;;;
IH1325;R71;CHAUSSURES;ORIGINALS FTW MEN;80;C;A;X;;;
IH2219;SAMBA XLG;CHAUSSURES;ORIGINALS FTW MEN;120;C;A;X;;X;
IH2384;Breaknet 2.0 K;CHAUSSURES;SPORTSWEAR FTW KIDS;50;C;A;X;X;;
IH2385;BREAKNET 2.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IH2386;BREAKNET 2.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IH2432;DURAMO SL EL K;CHAUSSURES;SPORTSWEAR FTW KIDS;50;C;A;X;X;;
IH2433;DURAMO SL EL K;CHAUSSURES;SPORTSWEAR FTW KIDS;50;A;A;X;X;;
IH2436;RUN 60s 3.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;C;A;X;X;;
IH2443;DURAMO SL EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;40;B;A;X;X;;
IH2444;DURAMO SL EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IH2631;GAZELLE REKIVE;CHAUSSURES;FOOTBALL FTW MEN;110;B;A;X;X;;X
IH2632;GAZELLE REKIVE;CHAUSSURES;FOOTBALL FTW MEN;110;C;A;X;X;;X
IH2690;ADILETTE AQUA;CHAUSSURES;SPORTSWEAR FTW SLIDES ALL;25;C;A;X;X;;
IH2795;GAZELLE J;CHAUSSURES;ORIGINALS FTW KIDS;70;C;A;X;;X;
IH2843;FortaRun 3.0 J;CHAUSSURES;SPORTSWEAR FTW KIDS;55;C;A;X;X;;
IH2858;FortaRun 3.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;50;C;A;X;X;;
IH2872;SAMBA OG J;CHAUSSURES;ORIGINALS FTW KIDS;70;A;A;X;;X;
IH2873;SAMBA OG J;CHAUSSURES;ORIGINALS FTW KIDS;70;B;A;X;;X;
IH2909;SUPERNOVA STRIDE M;CHAUSSURES;RUNNING FTW MEN;120;A;A;X;X;;X
IH2964;SL 72 RS J;CHAUSSURES;ORIGINALS FTW KIDS;80;C;A;X;;X;
IH2973;CLOUDFOAM COMFY;CHAUSSURES;SPORTSWEAR FTW MEN;50;A;A;X;X;;
IH3083;VL COURT BOLD;CHAUSSURES;SPORTSWEAR FTW WOMEN;80;A;A;X;X;;
IH3801;TREZIOD 2;CHAUSSURES;ORIGINALS FTW MEN;80;C;A;X;;;
IH3803;TREZIOD 2;CHAUSSURES;ORIGINALS FTW MEN;80;C;A;X;;;
IH3805;TREZIOD 2;CHAUSSURES;ORIGINALS FTW MEN;80;C;A;X;;;
IH4789;VL COURT 3.0;CHAUSSURES;SPORTSWEAR FTW MEN;75;C;A;X;X;;
IH4823;SL 72 RS;CHAUSSURES;ORIGINALS FTW MEN;100;C;A;X;;X;
IH4881;SAMBA OG;CHAUSSURES;ORIGINALS FTW MEN;110;C;A;X;;X;
IH4882;SAMBA OG;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;X;
IH4884;GRAND COURT 2.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;B;A;X;X;;
IH4885;GRAND COURT 2.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;B;A;X;X;;
IH4894;ADVANTAGE CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IH4900;URBAN COURT;CHAUSSURES;SPORTSWEAR FTW WOMEN;55;C;A;X;X;;
IH4957;VL COURT 3.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;45;C;A;X;X;;
IH5199;RIVALRY LOW;CHAUSSURES;ORIGINALS BASKETBALL FTW MEN;100;A;A;X;X;;
IH5286;BREAK START CF I;CHAUSSURES;SPORTSWEAR BASKETBALL FTW KIDS;40;C;A;X;X;;
IH5289;BREAK START EL CF C;CHAUSSURES;SPORTSWEAR BASKETBALL FTW KIDS;45;A;A;X;X;;
IH5423;LITE RACER 4.0;CHAUSSURES;SPORTSWEAR FTW MEN;55;B;A;X;X;;
IH5426;BREAKNET SLEEK;CHAUSSURES;SPORTSWEAR FTW WOMEN;55;C;A;X;X;;
IH5427;BREAKNET SLEEK;CHAUSSURES;SPORTSWEAR FTW WOMEN;55;C;A;X;X;;
IH5464;BREAKNET SLEEK SUEDE;CHAUSSURES;SPORTSWEAR FTW WOMEN;65;C;A;X;X;;
IH5483;GAZELLE INDOOR W;CHAUSSURES;ORIGINALS FTW WOMEN;120;B;A;X;;X;
IH5484;GAZELLE INDOOR W;CHAUSSURES;ORIGINALS FTW WOMEN;120;C;A;X;;X;
IH5582;SAMBA OG J;CHAUSSURES;ORIGINALS FTW KIDS;70;A;A;X;;X;
IH5585;SAMBA OG J;CHAUSSURES;ORIGINALS FTW KIDS;70;C;A;X;;X;
IH5849;OWNTHEGAME 3.0;CHAUSSURES;SPORTSWEAR BASKETBALL FTW MEN;65;B;A;X;X;;
IH6014;RESPONSE W;CHAUSSURES;RUNNING FTW WOMEN;75;C;A;X;X;;X
IH6017;RESPONSE W;CHAUSSURES;RUNNING FTW WOMEN;75;C;A;X;X;;X
IH6023;TERREX SOULSTRIDE;CHAUSSURES;OUTDOOR FTW MEN;100;A;A;;X;;
IH6129;CLOUDFOAM COMFY;CHAUSSURES;SPORTSWEAR FTW MEN;50;C;A;X;X;;
IH6130;CLOUDFOAM COMFY;CHAUSSURES;SPORTSWEAR FTW MEN;50;B;A;X;X;;
IH7751;RUN 60s J;CHAUSSURES;SPORTSWEAR FTW KIDS;55;C;A;X;X;;
IH7752;RUN 60s CF C;CHAUSSURES;SPORTSWEAR FTW KIDS;45;B;A;X;X;;
IH7758;RUNFALCON 5;CHAUSSURES;RUNNING FTW MEN;60;C;A;X;X;;X
IH7780;Tensaur Run 3.0 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IH7781;Tensaur Run 3.0 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IH7782;Tensaur Run 3.0 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IH7783;Tensaur Run 3.0 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;B;A;X;X;;
IH7821;FORUM LOW CL;CHAUSSURES;ORIGINALS BASKETBALL FTW MEN;110;C;A;X;;;
IH7827;FORUM LOW CL;CHAUSSURES;ORIGINALS BASKETBALL FTW MEN;110;B;A;X;;;
IH7828;FORUM LOW CL;CHAUSSURES;ORIGINALS BASKETBALL FTW MEN;110;C;A;X;;;
IH7829;FORUM LOW CL;CHAUSSURES;ORIGINALS BASKETBALL FTW MEN;110;C;A;X;;;
IH7830;FORUM LOW CL;CHAUSSURES;ORIGINALS BASKETBALL FTW MEN;110;A;A;X;;;
IH7861;GRAND COURT 2.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IH7906;FORUM LOW CL;CHAUSSURES;ORIGINALS BASKETBALL FTW MEN;110;C;A;X;;;
IH7912;SL 72 RS;CHAUSSURES;ORIGINALS FTW MEN;100;C;A;X;;X;
IH7914;FORUM LOW CL W;CHAUSSURES;ORIGINALS BASKETBALL FTW WOMEN;110;A;A;X;;;
IH7963;BREAK START;CHAUSSURES;SPORTSWEAR BASKETBALL FTW MEN;60;C;A;X;X;;
IH7966;BREAK START;CHAUSSURES;SPORTSWEAR BASKETBALL FTW MEN;60;A;A;X;X;;
IH7968;BREAK START;CHAUSSURES;SPORTSWEAR BASKETBALL FTW MEN;70;C;A;X;X;;
IH8047;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;130;A;A;X;;X;
IH8071;CAMPUS 00s;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;X;
IH8072;CAMPUS 00s;CHAUSSURES;ORIGINALS FTW MEN;110;B;A;X;;X;
IH8077;SL 72 RS J;CHAUSSURES;ORIGINALS FTW KIDS;80;B;A;X;;X;
IH8078;SL 72 RS J;CHAUSSURES;ORIGINALS FTW KIDS;80;C;A;X;;X;
IH8079;SL 72 RS J;CHAUSSURES;ORIGINALS FTW KIDS;80;C;A;X;;X;
IH8080;SL 72 RS J;CHAUSSURES;ORIGINALS FTW KIDS;80;C;A;X;;X;
IH8123;ADVANTAGE BASE 2.0 J;CHAUSSURES;SPORTSWEAR FTW KIDS;45;A;A;X;X;;
IH8160;SAMBA IM;CHAUSSURES;FOOTBALL FTW MEN;100;C;A;X;X;;X
IH8584;RUN 72;CHAUSSURES;SPORTSWEAR FTW MEN;70;B;A;X;X;;
IH8585;RUN 72;CHAUSSURES;SPORTSWEAR FTW MEN;70;C;A;X;X;;
IH8586;RUN 72;CHAUSSURES;SPORTSWEAR FTW MEN;70;B;A;X;X;;
IH8587;RUN 72;CHAUSSURES;SPORTSWEAR FTW MEN;70;B;A;X;X;;
IH8590;RUN 72;CHAUSSURES;SPORTSWEAR FTW MEN;70;C;A;X;X;;
IH9995;VL COURT BOLD;CHAUSSURES;SPORTSWEAR FTW WOMEN;80;C;A;X;X;;
II3511;BBALL 3S CAP CT;ACCESSOIRES;TRAINING ACC HW ALL;20;A;A;;X;;
IJ5612;MID ANKLE SCK;ACCESSOIRES;ORIGINALS ACC HW ALL;14;C;A;X;;X;
IJ5923;TR-ES MIN PT;TEXTILE;TRAINING APP WOMEN;45;B;A;;X;;
IJ6358;LK 3S CO T SET;TEXTILE;SPORTSWEAR APP KIDS;35;B;A;X;X;;
IJ8343;TIRO24 C AWJKT;TEXTILE;FOOTBALL APP GENERIC MEN;80;B;A;X;X;;X
IK5499;HYGLM 1/1 L Q4;TEXTILE;TRAINING APP WOMEN;55;B;A;;X;;
IK5503;HYGLM T Q4;TEXTILE;TRAINING APP WOMEN;40;A;A;;X;;
IK7441;OTR B TANK;TEXTILE;RUNNING APP WOMEN;30;A;A;X;X;;X
IK7916;TF CB TK;TEXTILE;TRAINING APP WOMEN;40;C;A;;X;;
IK7926;TF BL 7/8 L;TEXTILE;TRAINING APP WOMEN;50;B;A;;X;;
IK9716;ADIZERO S TGT R;TEXTILE;RUNNING APP MEN;120;B;A;X;X;;X
IK9723;D4T SHORT;TEXTILE;TRAINING APP MEN;45;B;A;;X;;
IK9725;D4T TEE;TEXTILE;TRAINING APP MEN;40;A;A;;X;;
IK9726;D4T TANK;TEXTILE;TRAINING APP MEN;35;A;A;;X;;
IL4851;CAP;ACCESSOIRES;ORIGINALS ACC HW ALL;23;A;A;X;;X;
IL7327;All Me Ess 1/1;TEXTILE;TRAINING APP WOMEN;45;A;A;;X;;
IM2911;M TIRO CAR SHO;TEXTILE;SPORTSWEAR APP MEN;45;A;A;X;X;;
IM4490;TREFOIL HOODY;TEXTILE;ORIGINALS APP MEN;75;A;A;X;;X;
IM4513;B+F TREFOIL TEE;TEXTILE;ORIGINALS APP MEN;45;A;A;X;;;
IM5236;EP/Syst. WB;ACCESSOIRES;TRAINING ACC HW ALL;25;A;A;;X;;
IM5520;4ATHLTS BP;ACCESSOIRES;TRAINING ACC HW ALL;45;A;A;;X;;
IM5522;4ATHLTS DUF L;ACCESSOIRES;TRAINING ACC HW ALL;50;A;A;;X;;
IM5523;4ATHLTS DUF S;ACCESSOIRES;TRAINING ACC HW ALL;38;B;A;;X;;
IM5525;MOTION BP;ACCESSOIRES;TRAINING ACC HW ALL;33;B;A;;X;;
IM8894;SEAML POLO PRO;TEXTILE;TENNIS APP MEN;80;B;A;;X;;
IM9102;CLUB TANK;TEXTILE;TENNIS APP WOMEN;35;B;A;;X;;
IM9107;CLUB DRESS;TEXTILE;TENNIS APP WOMEN;60;A;A;;X;;
IM9872;DUFFLE BAG;ACCESSOIRES;ORIGINALS ACC HW ALL;35;A;A;X;;X;
IN0653;J SERE TS;TEXTILE;SPORTSWEAR APP KIDS;60;B;A;X;X;;
IN0654;J SERE TS;TEXTILE;SPORTSWEAR APP KIDS;60;C;A;X;X;;
IN1486;OTR B LS;TEXTILE;RUNNING APP MEN;40;C;A;X;X;;X
IN1500;OTR B TEE;TEXTILE;RUNNING APP MEN;35;C;A;X;X;;X
IN3305;M FI BOS FZ;TEXTILE;SPORTSWEAR APP MEN;75;B;A;X;X;;
IN5590;TF BASE TIGHT;TEXTILE;TRAINING APP MEN;40;B;A;;X;;
IN5612;D4T MEL SHORT;TEXTILE;TRAINING APP MEN;45;C;A;;X;;
IN6841;HYGLM 1/4ZIP;TEXTILE;TRAINING APP WOMEN;45;A;A;;X;;
IN8441;TRFL TEE BOXY;TEXTILE;ORIGINALS APP WOMEN;35;A;A;X;;;
IP0398;C SPW LOW 3P;ACCESSOIRES;TRAINING ACC HW ALL;12;A;A;;X;;
IP0418;BECKENBAUER TT;TEXTILE;ORIGINALS APP MEN;80;A;A;X;;X;
IP0421;BECKENBAUER TP;TEXTILE;ORIGINALS APP MEN;75;A;A;X;;X;
IP1647;STARLANCER CLB;ACCESSOIRES;FOOTBALL ACC HW ALL;18;A;A;X;X;;X
IP1648;STARLANCER CLB;ACCESSOIRES;FOOTBALL ACC HW ALL;18;A;A;X;X;;X
IP1649;STARLANCER CLB;ACCESSOIRES;FOOTBALL ACC HW ALL;18;A;A;X;X;;X
IP1953;TIRO24 TRPNT S;TEXTILE;FOOTBALL APP GENERIC MEN;50;A;A;X;X;;X
IP2281;W LNG RIB LEG;TEXTILE;SPORTSWEAR APP WOMEN;50;A;A;X;X;;
IP2634;C SPW CRW 3P;ACCESSOIRES;TRAINING ACC HW ALL;13;C;A;;X;;
IP3779;M TIRO TEE Q1;TEXTILE;SPORTSWEAR APP MEN;35;B;A;X;X;;
IP9861;TR DUFFLE XS;ACCESSOIRES;TRAINING ACC HW ALL;30;C;A;;X;;
IQ2654;WTR D4T T;TEXTILE;TRAINING APP WOMEN;40;B;A;;X;;
IQ4736;ERGO SHORT;TEXTILE;TENNIS APP MEN;55;B;A;;X;;
IR6467;J D4T TEE;TEXTILE;SPORTSWEAR APP KIDS;25;B;A;X;X;;
IR7902;BBALL CAP TONAL;ACCESSOIRES;TRAINING ACC HW ALL;25;B;A;;X;;
IR9181;M FI BOS HD;TEXTILE;SPORTSWEAR APP MEN;70;C;A;X;X;;
IR9184;M FI BOS HD;TEXTILE;SPORTSWEAR APP MEN;70;A;A;X;X;;
IR9344;TIRO24 TRPNT S;TEXTILE;FOOTBALL APP GENERIC MEN;50;A;A;X;X;;X
IR9520;TIRO24 C AWJKT;TEXTILE;FOOTBALL APP GENERIC MEN;80;A;A;X;X;;X
IR9736;M SERENO SHO;TEXTILE;SPORTSWEAR APP MEN;30;A;A;X;X;;
IR9866;SST TT;TEXTILE;ORIGINALS APP MEN;80;A;A;X;;X;
IR9887;SST TP;TEXTILE;ORIGINALS APP MEN;75;A;A;X;;X;
IS0613;TREFOIL T-SHIRT;TEXTILE;ORIGINALS APP MEN;35;A;A;X;;X;
IS1644;TIRO24 C TR TOP;TEXTILE;FOOTBALL APP GENERIC MEN;60;A;A;X;X;;X
IS2464;LK BOS JOG FT;TEXTILE;SPORTSWEAR APP KIDS;50;A;A;X;X;;
IS2518;I BOS LOGO JOG;TEXTILE;SPORTSWEAR APP KIDS;38;C;A;X;X;;
IS5796;JUVE TR PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;C;A;X;X;;X
IS5817;JUVE TR TOPY;TEXTILE;FOOTBALL APP LICENSED KIDS;65;B;A;X;X;;X
IS5818;JUVE TR PNTY;TEXTILE;FOOTBALL APP LICENSED KIDS;60;B;A;X;X;;X
IS5819;JUVE TR TOP;TEXTILE;FOOTBALL APP LICENSED MEN;75;B;A;X;X;;X
IS5831;JUVE TR JSY;TEXTILE;FOOTBALL APP LICENSED MEN;50;B;A;X;X;;X
IS8002;JUVE H JSY;TEXTILE;FOOTBALL APP LICENSED MEN;100;C;A;X;X;;X
IS8082;MUFC EU TR TOP;TEXTILE;FOOTBALL APP LICENSED MEN;75;C;A;X;X;;X
IS8086;MUFC EU TR JSY;TEXTILE;FOOTBALL APP LICENSED MEN;50;A;A;X;X;;X
IS8089;MUFC EU TR PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;A;A;X;X;;X
IS9922;FCB EU TR TOP;TEXTILE;FOOTBALL APP LICENSED MEN;75;A;A;X;X;;X
IS9926;FCB EU TR JSY;TEXTILE;FOOTBALL APP LICENSED MEN;50;A;A;X;X;;X
IS9927;FCB EU TRPNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;A;A;X;X;;X
IS9935;FCB TR JSY;TEXTILE;FOOTBALL APP LICENSED MEN;50;A;A;X;X;;X
IS9939;FCB TR PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;A;A;X;X;;X
IS9941;FCB TR TOP;TEXTILE;FOOTBALL APP LICENSED MEN;75;B;A;X;X;;X
IS9977;AFC EU TR JSY;TEXTILE;FOOTBALL APP LICENSED MEN;50;B;A;X;X;;X
IS9978;AFC EU TR PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;B;A;X;X;;X
IS9987;AFC EU TR TOP;TEXTILE;FOOTBALL APP LICENSED MEN;75;B;A;X;X;;X
IS9996;AFC PRESHI;TEXTILE;FOOTBALL APP LICENSED MEN;70;B;A;X;X;;X
IS9999;AFC AW JKT;TEXTILE;FOOTBALL APP LICENSED MEN;100;B;A;X;X;;X
IT1992;MUFC PRESHI Y;TEXTILE;FOOTBALL APP LICENSED KIDS;50;B;A;X;X;;X
IT1994;MUFC AW JKT;TEXTILE;FOOTBALL APP LICENSED MEN;100;B;A;X;X;;X
IT1996;MUFC PRESHI;TEXTILE;FOOTBALL APP LICENSED MEN;70;B;A;X;X;;X
IT2001;MUFC PRE JKT;TEXTILE;FOOTBALL APP LICENSED MEN;85;B;A;X;X;;X
IT2006;MUFC PRE PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;C;A;X;X;;X
IT2010;MUFC TR JSY;TEXTILE;FOOTBALL APP LICENSED MEN;50;C;A;X;X;;X
IT2012;MUFC TR PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;A;A;X;X;;X
IT2013;MUFC TR JSY Y;TEXTILE;FOOTBALL APP LICENSED KIDS;45;B;B;X;X;;X
IT2025;MUFC TR PNTY;TEXTILE;FOOTBALL APP LICENSED KIDS;60;B;B;X;X;;X
IT2060;RUN BOT B;ACCESSOIRES;TRAINING ACC HW ALL;30;B;B;;X;;
IT2122;ADIDAS SP BAG;ACCESSOIRES;TRAINING ACC HW ALL;35;C;C;;X;;
IT2203;AFC TR JSY Y;TEXTILE;FOOTBALL APP LICENSED KIDS;45;C;C;X;X;;X
IT2204;AFC TR TOPY;TEXTILE;FOOTBALL APP LICENSED KIDS;65;A;A;X;X;;X
IT2207;AFC TR TOP;TEXTILE;FOOTBALL APP LICENSED MEN;75;C;C;X;X;;X
IT2209;AFC TR PNT Y;TEXTILE;FOOTBALL APP LICENSED KIDS;60;A;A;X;X;;X
IT2213;AFC PRE PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;A;A;X;X;;X
IT2216;AFC TR PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;A;A;X;X;;X
IT2225;AFC PRE JKT;TEXTILE;FOOTBALL APP LICENSED MEN;85;A;A;X;X;;X
IT2227;AFC TR JSY;TEXTILE;FOOTBALL APP LICENSED MEN;50;A;A;X;X;;X
IT2262;FLFT POLO PRO;TEXTILE;TENNIS APP MEN;80;C;C;;X;;
IT2547;W LNG RIB TEE;TEXTILE;SPORTSWEAR APP WOMEN;35;A;A;X;X;;
IT2729;FAF A JSY W;TEXTILE;FOOTBALL APP LICENSED WOMEN;100;C;C;X;X;;X
IT2731;FAF H JSY;TEXTILE;FOOTBALL APP LICENSED MEN;100;C;C;X;X;;X
IT2732;FAF H JSY W;TEXTILE;FOOTBALL APP LICENSED WOMEN;100;B;B;X;X;;X
IT2733;FAF A JSY;TEXTILE;FOOTBALL APP LICENSED MEN;100;B;B;X;X;;X
IT2736;FAF A JSY Y;TEXTILE;FOOTBALL APP LICENSED KIDS;75;B;B;X;X;;X
IT2742;FAF H JSY Y;TEXTILE;FOOTBALL APP LICENSED KIDS;75;A;A;X;X;;X
IT3461;ULT EGNRD TANK;TEXTILE;RUNNING APP WOMEN;45;B;B;X;X;;X
IT3508;ULT POCKET SHRT;TEXTILE;RUNNING APP MEN;55;C;C;X;X;;X
IT4239;MUFC TR TOP;TEXTILE;FOOTBALL APP LICENSED MEN;75;C;C;X;X;;X
IT4242;MUFC TR TOPY;TEXTILE;FOOTBALL APP LICENSED KIDS;65;C;C;X;X;;X
IT4632;FISHERMAN;ACCESSOIRES;TRAINING ACC HW ALL;28;C;C;;X;;
IT4641;SPW DAD CAP;ACCESSOIRES;TRAINING ACC HW ALL;25;C;C;;X;;
IT5096;REAL EU TR PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;C;C;X;X;;X
IT5106;REAL TR JSY Y;TEXTILE;FOOTBALL APP LICENSED KIDS;45;B;B;X;X;;X
IT5113;REAL TR PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;B;B;X;X;;X
IT5114;REAL AW JKT;TEXTILE;FOOTBALL APP LICENSED MEN;100;B;B;X;X;;X
IT5118;REAL TR TOP;TEXTILE;FOOTBALL APP LICENSED MEN;75;B;B;X;X;;X
IT5120;REAL TR PNT Y;TEXTILE;FOOTBALL APP LICENSED KIDS;60;B;B;X;X;;X
IT5122;REAL TR TOP Y;TEXTILE;FOOTBALL APP LICENSED KIDS;65;A;A;X;X;;X
IT5125;REAL TR JSY;TEXTILE;FOOTBALL APP LICENSED MEN;50;B;B;X;X;;X
IT5131;REAL TK SUIT;TEXTILE;FOOTBALL APP LICENSED MEN;130;B;B;X;X;;X
IT5132;REAL TK SUIT Y;TEXTILE;FOOTBALL APP LICENSED KIDS;110;B;B;X;X;;X
IT5133;REAL EU TR TOP;TEXTILE;FOOTBALL APP LICENSED MEN;75;A;A;X;X;;X
IT5134;REAL EU TR JSY;TEXTILE;FOOTBALL APP LICENSED MEN;50;A;A;X;X;;X
IT5147;REAL PRE JKT;TEXTILE;FOOTBALL APP LICENSED MEN;85;B;B;X;X;;X
IT5150;REAL PRE PNT;TEXTILE;FOOTBALL APP LICENSED MEN;70;C;C;X;X;;X
IT5177;REAL A JSY Y;TEXTILE;FOOTBALL APP LICENSED KIDS;75;C;C;X;X;;X
IT5198;REAL A SHO Y;TEXTILE;FOOTBALL APP LICENSED KIDS;40;C;C;X;X;;X
IT6141;AFC H JSY;TEXTILE;FOOTBALL APP LICENSED MEN;100;B;B;X;X;;X
IT6147;AFC A JSY AU;TEXTILE;FOOTBALL APP LICENSED MEN;150;A;A;X;X;;X
